x_var,y_var,SPECIES,PROJECT,n_ok,lm_slope,lm_se,lm_t,lm_p,lm_R2,lm_significant,dw_stat,dw_p,acf1,pacf1,acf_sig_lags,autocorr_flag,gls_slope,gls_se,gls_t,gls_p,gls_rho,gls_AIC,used_gls,status,note
cal.yr,DAYmean,ADPE,COPA,32,0.04891632984310015,0.059695830842927254,0.8194262338321361,0.4190058546991253,0.021891992323258485,NS,2.3793054483042235,0.8164538361974976,-0.19107187074903698,-0.19107187074903695,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,DAYmean,CHPE,CS,19,0.17719298245614032,0.12270303721257347,1.4440798409021225,0.16689412279015378,0.10926520994001185,NS,1.8315532515074284,0.2596681842958004,0.036700778027635696,0.036700778027635696,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,DAYmean,GEPE,COPA,18,0.35641547861504874,0.4565473839721257,0.7806757658188871,0.4463902924794909,0.03669323672152369,NS,3.182206920730876,0.994946130464713,-0.5933379260557845,-0.5933379260557845,1,autocorr_detected,0.2676605425368467,0.24859398441912278,1.076697584465995,0.2975826957642095,-0.584279041260637,130.9571674880785,TRUE,ok (GLS AR1 used due to autocorrelation),NA
cal.yr,DAYmean,GEPE,CS,18,0.3684210526315677,0.3937475659197709,0.9356782987875951,0.3633474401063548,0.05187960039028895,NS,2.7505818473859334,0.9219552860817184,-0.3908525099965165,-0.3908525099965165,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,CIDmean,ADPE,COPA,32,-0.050019625940187516,0.05990194772915644,-0.8350250340164007,0.41030445392283177,0.02271429609053192,NS,2.343750341292175,0.7874826834284816,-0.17338643863090059,-0.17338643863090059,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,CIDmean,CHPE,CS,19,-0.1771929824561299,0.1201534031759028,-1.4747229605866594,0.15856603402827193,0.11342005781631331,NS,1.7671420113382985,0.21477947639924638,0.05934360852280616,0.05934360852280616,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,CIDmean,GEPE,COPA,18,-0.3534140851109274,0.4598800579631148,-0.7684918686760568,0.45338951017680573,0.03559729443102449,NS,3.1848587616081523,0.9950613708391505,-0.5948555912530258,-0.5948555912530258,1,autocorr_detected,-0.26849375161770994,0.25149195774951133,-1.067603727850147,0.30154354236983744,-0.5808027492145251,131.25650201776278,TRUE,ok (GLS AR1 used due to autocorrelation),NA
cal.yr,CIDmean,GEPE,CS,18,-0.3725490196078334,0.39430526060379933,-0.9448238632103192,0.358799311011754,0.05284487075773148,NS,2.75945749549901,0.9250607898057304,-0.39600008676601234,-0.39600008676601234,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,DAY_index,ADPE,COPA,32,0.015178464909926267,0.018523284077619818,0.8194262338321084,0.41900585469914087,0.02189199232325845,NS,2.3793054483042306,0.8164538361975013,-0.19107187074903986,-0.19107187074903986,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,DAY_index,CHPE,CS,19,0.058740789183453525,0.04067696779615846,1.4440798409020303,0.16689412279017923,0.10926520994000956,NS,1.8315532515074113,0.25966818429578775,0.03670077802763426,0.03670077802763426,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,DAY_index,GEPE,COPA,18,0.034692546418739076,0.044439123049180386,0.7806757658188965,0.4463902924794855,0.03669323672152383,NS,3.1822069207308776,0.9949461304647131,-0.5933379260557852,-0.5933379260557852,1,autocorr_detected,0.026053369993225276,0.024197478854669635,1.0766977068025205,0.2975826427376983,-0.5842794624515923,56.410855109078014,TRUE,ok (GLS AR1 used due to autocorrelation),NA
cal.yr,DAY_index,GEPE,CS,18,0.04266540584360561,0.04559837061401245,0.9356782987875989,0.363347440106353,0.05187960039028898,NS,2.7505818473859343,0.9219552860817186,-0.39085250999651683,-0.39085250999651683,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,CID_index,ADPE,COPA,32,-0.015460902759688483,0.018515496098748783,-0.8350250340164139,0.41030445392282444,0.02271429609053183,NS,2.343750341292172,0.7874826834284824,-0.17338643863089948,-0.17338643863089945,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,CID_index,CHPE,CS,19,-0.059847189042631956,0.0405819876967425,-1.474722960586671,0.158566034028269,0.11342005781631362,NS,1.7671420113383007,0.21477947639924796,0.0593436085228063,0.05934360852280629,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
