x_var,y_var,SPECIES,PROJECT,n_ok,lm_slope,lm_se,lm_t,lm_p,lm_R2,lm_significant,dw_stat,dw_p,acf1,pacf1,acf_sig_lags,autocorr_flag,gls_slope,gls_se,gls_t,gls_p,gls_rho,gls_AIC,used_gls,status,note
cal.yr,DAYmean,ADPE,COPA,23,0.13145512882701746,0.13382643112840606,0.9822807626162179,0.3371438173771033,0.04392811135009725,NS,2.544165907025648,0.8682358481804946,-0.3406429391943616,-0.3406429391943616,5,autocorr_detected,0.02834251742674612,0.08713054213632664,0.32528797287179395,0.7481817990923253,-0.5243053720197582,136.90069877743912,TRUE,ok (GLS AR1 used due to autocorrelation),NA
cal.yr,DAYmean,CHPE,COPA,19,-0.031216851038029257,0.16779603027089662,-0.18604046226619023,0.8546148870410202,0.0020318076820967303,NS,1.2943341510637003,0.028358145122684805,0.3483859450575744,0.3483859450575744,3,autocorr_detected,-0.07392037416256732,0.24813640738858198,-0.29790216978038175,0.769387873709686,0.486669239522899,112.99763437599151,TRUE,ok (GLS AR1 used due to autocorrelation),NA
cal.yr,DAYmean,CHPE,CS,18,-0.11059876582211743,0.21433078538309228,-0.5160190386296328,0.6128984720168255,0.01636979810170933,NS,1.9412242286681807,0.3429656369976736,0.023832172963011475,0.023832172963011475,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,DAYmean,GEPE,COPA,23,0.12261659713959595,0.25589493460123375,0.47916773862941786,0.6367712753342785,0.010815168591131553,NS,2.7184312311139314,0.9426816537553212,-0.42192839194829596,-0.42192839194829596,1,autocorr_detected,0.0868659647374013,0.17772441652379758,0.48876775873825873,0.6300715895052853,-0.39197092012258544,166.2486044231734,TRUE,ok (GLS AR1 used due to autocorrelation),NA
cal.yr,DAYmean,GEPE,CS,19,0.06473684210526433,0.38172121471558346,0.1695919419975101,0.8673328009949932,0.0016889911174180754,NS,2.092860347085031,0.4765817985632674,-0.0493365143443049,-0.0493365143443049,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,EGGmean,ADPE,COPA,26,-7.165411345935401e-4,4.8377016168917037e-4,-1.4811602519915823,0.1515743839394381,0.08375389224660754,NS,1.9477294145002744,0.3616592979593126,-0.021242603312120124,-0.021242603312120124,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,EGGmean,CHPE,COPA,19,2.731229008916739e-4,9.1388961038159e-4,0.29885764953344074,0.7686711331668452,0.005226417209154318,NS,1.763566152966193,0.2128398849878036,0.07321219115353177,0.07321219115353177,5,autocorr_detected,2.997830456485118e-4,0.00101342649404665,0.29581133650006214,0.7709570336131876,0.1394662428878652,-61.19930965014585,TRUE,ok (GLS AR1 used due to autocorrelation),NA
cal.yr,EGGmean,CHPE,CS,19,0.0010459502403926076,7.535163630245736e-4,1.388092272069873,0.18303310233852105,0.10180274213925447,NS,2.7172778976337306,0.9174803672371025,-0.3608972746286132,-0.3608972746286132,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,EGGmean,GEPE,COPA,27,2.2122530474196223e-7,6.108135361031951e-4,3.621814050705433e-4,0.999713895682312,5.24701477976815e-9,NS,1.853384137293263,0.27376672093056964,0.056449150912850195,0.05644915091285023,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,EGGmean,GEPE,CS,19,0.00174380074947523,7.594398713381881e-4,2.296166971589899,0.03465108877021253,0.23672288761815088,significant,0.9515301531480955,0.0023321356697668656,0.5092843304062743,0.5092843304062743,1,autocorr_detected,0.0015228157126287235,0.0015319089724702328,0.9940640991045008,0.33413121985305794,0.6804883973613246,-78.74728139784874,TRUE,ok (GLS AR1 used due to autocorrelation),NA
cal.yr,DAY_index,ADPE,COPA,23,0.02944566675508909,0.029976833381794906,0.9822807626162277,0.33714381737709864,0.043928111350096846,NS,2.544165907025648,0.8682358481804946,-0.3406429391943627,-0.3406429391943627,5,autocorr_detected,0.006348683493561559,0.019517061508172666,0.32528890124689525,0.7481811064887693,-0.5243047791995484,74.06370886195637,TRUE,ok (GLS AR1 used due to autocorrelation),NA
cal.yr,DAY_index,CHPE,COPA,19,-0.007256050389740421,0.03900253902485204,-0.186040462266237,0.8546148870409841,0.0020318076820967567,NS,1.2943341510636994,0.028358145122684673,0.3483859450575743,0.3483859450575743,3,autocorr_detected,-0.017182064879495078,0.0576768705427136,-0.2979021697574698,0.7693878737268757,0.4866692397303597,63.38747314870616,TRUE,ok (GLS AR1 used due to autocorrelation),NA
cal.yr,DAY_index,CHPE,CS,18,-0.02396620288576639,0.04644441598397704,-0.5160190386296286,0.6128984720168283,0.016369798101709226,NS,1.9412242286681813,0.3429656369976741,0.02383217296301118,0.02383217296301118,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
cal.yr,DAY_index,GEPE,COPA,23,0.014158282768630575,0.029547654458390818,0.4791677386294182,0.6367712753342782,0.010815168591131599,NS,2.7184312311139305,0.942681653755321,-0.4219283919482956,-0.4219283919482956,1,autocorr_detected,0.010030231393227127,0.020521467074939882,0.4887677550829543,0.6300715920501037,-0.3919709682872136,75.5805759299266,TRUE,ok (GLS AR1 used due to autocorrelation),NA
cal.yr,DAY_index,GEPE,CS,19,0.007303188454550145,0.043063298695277266,0.16959194199749225,0.8673328009950071,0.0016889911174180752,NS,2.0928603470850264,0.476581798563263,-0.04933651434430316,-0.04933651434430315,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok,NA
