x_var,y_var,SPECIES,PROJECT,n_ok,lm_slope,lm_se,lm_t,lm_p,lm_R2,lm_significant,dw_stat,dw_p,acf1,pacf1,acf_sig_lags,autocorr_flag,gls_slope,gls_se,gls_t,gls_p,gls_rho,gls_AIC,used_gls,status
cal.yr,PHSmean,ADPE,COPA,31,0.0016301184892976832,0.00236088666706976,0.6904687599091414,0.49538901579396555,0.016173667557586046,NS,1.7383462932170175,0.1741575289792269,0.058396792657499384,0.058396792657499384,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,PHSmean,CHPE,CS,19,-3.088441816945373e-4,0.0033322795917578737,-0.09268255354635867,0.9272392458433862,5.050421994843386e-4,NS,1.6704117628417527,0.15613200131035707,0.07646209736037259,0.07646209736037259,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,PHSmean,GEPE,COPA,22,-0.0010280243981562547,0.0018220569727012848,-0.5642108965627789,0.5788836505940966,0.015667324732727406,NS,2.075295668078056,0.4751317130885751,-0.0517505535866064,-0.0517505535866064,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,PHSmean,GEPE,CS,18,-0.0015057931116411098,0.00281752476642973,-0.5344382876709186,0.6003866278125126,0.017538430112317562,NS,1.420541830001311,0.0576787706059575,0.22798125802726737,0.22798125802726737,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,BSmean,ADPE,COPA,31,-0.0018652540579524837,0.003100600701368262,-0.6015782867911263,0.5521291078670931,0.01232537673232333,NS,2.0088030149321785,0.4318897633345019,-0.05888172996326434,-0.05888172996326434,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,BSmean,CHPE,CS,19,-0.0063248877345514105,0.0054890982963563435,-1.1522635218155708,0.2651595187862819,0.07244282755772774,NS,2.6555076407194136,0.8920064947460776,-0.3288656762637595,-0.3288656762637595,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,BSmean,GEPE,COPA,22,-0.001193551567929019,0.0030249858026753793,-0.3945643536156136,0.6973404131759722,0.007723928004169109,NS,2.5141743199132516,0.843110089849016,-0.2594272224933239,-0.2594272224933239,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,BSmean,GEPE,CS,18,-0.018413210009758964,0.0071472346271182225,-2.5762705396427155,0.020294778798463347,0.2931978654874603,significant,2.103637102706981,0.48012035012732784,-0.07200811295635628,-0.07200811295635628,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,PHS_ind_mean,ADPE,COPA,31,0.006636473882577424,0.012260824621173968,0.5412746766735812,0.5924524984992892,0.01000165544286935,NS,1.6984304911084864,0.14633029121110744,0.08229873949643808,0.08229873949643805,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,PHS_ind_mean,CHPE,CS,19,-9.683859918710042e-4,0.01932821127746341,-0.05010220438764227,0.9606249119196192,1.4763883981915816e-4,NS,1.6816231015959207,0.1623658326881134,0.08585698285692318,0.08585698285692318,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
