x_var,y_var,SPECIES,PROJECT,n_ok,lm_slope,lm_se,lm_t,lm_p,lm_R2,lm_significant,dw_stat,dw_p,acf1,pacf1,acf_sig_lags,autocorr_flag,gls_slope,gls_se,gls_t,gls_p,gls_rho,gls_AIC,used_gls,status
cal.yr,index,ADPE,COPA,22,0.06043366140656053,0.030469539885709725,1.9834123401024522,0.06122078695807275,0.16436604490349732,NS,2.4268655907168983,0.7852227342897288,-0.2639252832263098,-0.2639252832263098,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,index,CHPE,COPA,20,0.0796553485981517,0.0313483349626609,2.540975420003309,0.020482422057676333,0.26400103361261495,significant,1.5951374769695394,0.11570527107318837,0.14935414447842443,0.14935414447842443,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,index,CHPE,CS,17,-0.06857398275174874,0.04796755512084669,-1.4295909511958116,0.1733312649613307,0.11991097331614901,NS,1.9520217584099964,0.3487371848977978,-0.036633454164528415,-0.036633454164528415,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,DAYmean,ADPE,COPA,22,-0.17057676003911254,0.12349939670089502,-1.3811950875536247,0.18245742239073134,0.08707896681134186,NS,2.313064140552241,0.6952913509870939,-0.20909164265567778,-0.20909164265567778,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,DAYmean,CHPE,COPA,20,-0.2803149705900914,0.0970714843564639,-2.8877169484781398,0.009801890474492665,0.31660039978392623,significant,2.184345414613485,0.5656553703067895,-0.14405864546002245,-0.14405864546002245,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,DAYmean,CHPE,CS,17,0.16113945578231909,0.17700948974086683,0.910343598064823,0.3770381431072023,0.052355792529821754,NS,1.8761242042592692,0.29096354532134544,0.05080635073821535,0.05080635073821535,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,WTmean,ADPE,COPA,22,10.10946046119367,5.097003914310294,1.983412340102478,0.06122078695806964,0.16436604490349804,NS,2.426865590716906,0.7852227342897348,-0.2639252832263124,-0.2639252832263124,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,WTmean,CHPE,COPA,20,6.784281145739533,2.6699515045803563,2.5409754200033072,0.020482422057676405,0.2640010336126153,significant,1.5951374769695394,0.11570527107318837,0.14935414447842432,0.14935414447842435,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,WTmean,CHPE,CS,17,-7.011051479415287,4.904236049865038,-1.4295909511957987,0.17333126496133422,0.11991097331614983,NS,1.9520217584099995,0.34873718489780037,-0.036633454164527075,-0.03663345416452707,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,DAY_index,ADPE,COPA,22,-0.043987521112278584,0.031847435245508204,-1.38119508755364,0.1824574223907266,0.08707896681134127,NS,2.313064140552238,0.6952913509870906,-0.2090916426556767,-0.20909164265567662,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,DAY_index,CHPE,COPA,20,-0.08723039889016726,0.03020739236099221,-2.8877169484781717,0.009801890474491988,0.31660039978392507,significant,2.184345414613472,0.5656553703067779,-0.14405864546001956,-0.14405864546001956,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,DAY_index,CHPE,CS,17,0.04531190058365221,0.049774503473168086,0.9103435980647898,0.37703814310721917,0.05235579252982197,NS,1.8761242042592523,0.29096354532133295,0.05080635073822516,0.05080635073822516,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
index,DAYmean,ADPE,COPA,22,-1.6028922406685522,0.7895699220615898,-2.0300827018376717,0.055861388164175275,0.17085508447911804,NS,2.2176523466288267,0.7013897886530629,-0.1309339255838951,-0.1309339255838951,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
index,DAYmean,CHPE,COPA,20,-1.4593431159566883,0.6748212146340158,-2.1625625933354096,0.04428257990856367,0.20623290512367598,significant,1.72821173980697,0.23280827421190523,0.054301325709605275,0.0543013257096053,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
index,DAYmean,CHPE,CS,17,-2.6704640613596937,0.6063761350374955,-4.403972892492816,5.128118475998702e-4,0.5638898116929053,significant,1.7158256754509782,0.2628016103713563,0.104946519154109,0.10494651915410896,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
index,WTmean,ADPE,COPA,22,167.2819456227106,4.716473904334072e-13,354675863824861.9,1.8183014771557128e-279,1,significant,1.0232342887601729,0.005655638697815178,0.010027174227342277,0.010027174227342277,none,autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
index,WTmean,CHPE,COPA,20,85.17044071911775,1.514860055090764e-14,5622330619445550,1.1674350501623143e-273,1,significant,1.9184739296946511,0.3838499492910247,-0.34266392284334285,-0.34266392284334285,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
index,WTmean,CHPE,CS,17,102.24069243282436,2.613030370152776e-13,391272499549427.94,1.7384255484339184e-211,1,significant,1.1132013111952184,0.023782905111397346,0.08100172554891945,0.08100172554891945,none,autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
index,DAY_index,ADPE,COPA,22,-0.4133462041426258,0.20361052471825744,-2.0300827018376704,0.05586138816417542,0.17085508447911732,NS,2.217652346628819,0.7013897886530563,-0.1309339255838927,-0.13093392558389264,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
index,DAY_index,CHPE,COPA,20,-0.45412873188521313,0.20999564742530694,-2.1625625933353763,0.044282579908566586,0.20623290512367168,significant,1.7282117398069472,0.23280827421188896,0.0543013257096089,0.0543013257096089,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
index,DAY_index,CHPE,CS,17,-0.7509259695155721,0.1705110335251259,-4.403972892492722,5.12811847599967e-4,0.5638898116929012,significant,1.7158256754509378,0.26280161037132876,0.10494651915412406,0.10494651915412406,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
DAYmean,WTmean,ADPE,COPA,22,-17.830874856115468,8.783324364063848,-2.030082701837681,0.055861388164174214,0.17085508447911751,NS,2.138980348201899,0.636736824716524,-0.07073252855230937,-0.07073252855230937,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
DAYmean,WTmean,CHPE,COPA,20,-12.036201238837956,5.565712306284754,-2.1625625933354087,0.04428257990856374,0.20623290512367676,significant,1.3935340742504794,0.06617628187224248,0.25244256881255145,0.25244256881255145,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
DAYmean,WTmean,CHPE,CS,17,-21.588938655831992,4.902150667782998,-4.403972892492839,5.128118475998464e-4,0.563889811692916,significant,1.66517953358322,0.22812299072538372,0.05026841978334649,0.05026841978334649,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
DAYmean,DAY_index,ADPE,COPA,22,0.2578752293231035,5.021998387189224e-16,513491262723073.9,1.1108039840740646e-282,1,significant,1.0537814675179122,0.007953854123844877,9.350847475525216e-4,9.350847475525271e-4,none,autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
DAYmean,DAY_index,CHPE,COPA,20,0.3111870861072378,1.6098483812393948e-15,193302108281563.84,2.5910091389219896e-247,1,significant,1.3117970644477575,0.04341682849339079,-0.0858125418875538,-0.0858125418875538,none,autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
DAYmean,DAY_index,CHPE,CS,17,0.2811968078436665,1.5190113672650095e-15,185118303854409.8,1.304985033427468e-206,1,significant,0.9468687676147991,0.006550502401677014,0.07414894027499633,0.07414894027499633,none,autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
WTmean,DAY_index,ADPE,COPA,22,-0.00247095526420342,0.0012171697546935671,-2.0300827018376775,0.05586138816417466,0.1708550844791186,NS,2.217652346628824,0.7013897886530635,-0.1309339255838944,-0.1309339255838944,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
WTmean,DAY_index,CHPE,COPA,20,-0.005331999318670629,0.002465593058486668,-2.162562593335376,0.044282579908566634,0.20623290512367162,significant,1.7282117398069472,0.2328082742118878,0.054301325709609015,0.054301325709608994,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
WTmean,DAY_index,CHPE,CS,17,-0.007344687830718263,0.001667741380342831,-4.403972892492747,5.128118475999418e-4,0.5638898116929042,significant,1.7158256754509529,0.2628016103713406,0.10494651915411807,0.10494651915411807,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
