x_var,y_var,SPECIES,PROJECT,n_ok,lm_slope,lm_se,lm_t,lm_p,lm_R2,lm_significant,dw_stat,dw_p,acf1,pacf1,acf_sig_lags,autocorr_flag,gls_slope,gls_se,gls_t,gls_p,gls_rho,gls_AIC,used_gls,status
cal.yr,index,ADPE,COPA,30,-0.012463355901830973,0.019974503749034665,-0.6239632312484011,0.5377025688737918,0.013713959166603795,NS,1.8296152026866277,0.2501853101023246,-0.027819864738090814,-0.027819864738090814,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,index,CHPE,CS,20,-0.04574624434518956,0.03835413182126782,-1.192733146936277,0.24846006791842,0.07324516050914617,NS,1.966466127056812,0.36894353587690504,-0.004033873275136199,-0.004033873275136193,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,index,GEPE,COPA,15,0.07027349871305265,0.05339377331791492,1.3161365894602202,0.21086362208453843,0.11758011003270889,NS,1.6171550884922428,0.13736258179573088,0.12842545144856732,0.12842545144856732,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,index,GEPE,CS,18,-0.06719625854248462,0.039946679770632,-1.6821487775283384,0.11195014564880575,0.15027514267617978,NS,1.8009636191220528,0.23820385718647225,0.022236980483438883,0.022236980483438883,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,AGE_index,ADPE,COPA,30,-0.03245881329120537,0.019154655421284448,-1.6945652415724213,0.10125391402721085,0.09301610160923608,NS,1.2206534254347208,0.006969730060370207,0.19798684499249805,0.19798684499249805,none,autocorr_detected,-0.05559501618187889,0.037332853740119805,-1.4891713494201388,0.14762059618538553,0.6475200410203795,90.06985231638537,TRUE,ok (GLS AR1 used due to autocorrelation)
cal.yr,AGE_index,CHPE,CS,19,-0.036756236003450946,0.04216768101930508,-0.8716684227103529,0.39553326405476685,0.04278232802947717,NS,1.4384340475964146,0.0601035448737371,0.20601842792884728,0.20601842792884728,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,AGE_index,GEPE,COPA,15,0.09086094052306307,0.05094815576586827,1.7833999907791285,0.0978709826020073,0.19656453601752893,NS,1.5205033391944291,0.09751884150784315,0.008174729416291382,0.008174729416291382,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,AGE_index,GEPE,CS,17,0.016198918275997832,0.04685048238505623,0.34575776921274043,0.7343262650982225,0.007906878666723894,NS,2.062670599082153,0.43904873148244183,-0.0652545917720706,-0.0652545917720706,2,autocorr_detected,0.015388834038039818,0.048297541663100726,0.3186256175393886,0.7544039075271967,0.032335884332323976,60.41741787127872,TRUE,ok (GLS AR1 used due to autocorrelation)
cal.yr,DAY_index,ADPE,COPA,30,-0.005838893996662221,0.020082601707694502,-0.2907439026899135,0.7733899125229836,0.003009913674201146,NS,2.3617179692135095,0.7914302214244391,-0.22137969315377112,-0.22137969315377112,none,no_autocorr_detected,NA,NA,NA,NA,NA,NA,FALSE,ok
cal.yr,DAY_index,CHPE,CS,20,0.04886117677207611,0.03814010281979026,1.2810971434173184,0.2164194137228427,0.08355951084432649,NS,2.1428357351779015,0.5277293244476529,-0.07150938084031991,-0.07150938084031991,5,autocorr_detected,0.048894463628136,0.039244782124166856,1.2458844458210634,0.22877997351360532,0.03013960066757262,67.96446850672793,TRUE,ok (GLS AR1 used due to autocorrelation)
